 Michigan State	17	 OSU	14
 New Mexico St	37	 LA-Lafayette	34
 Georgia Tech	21	 Miami (FL)	38
 Iowa State	35	 Kansas State	38
 Houston	17	 UConn	20
 Illinois	23	 Minnesota	32
 Air Force	37	 Boise State	30
 Washington	52	 Oregon State	7
 Chattanooga	13	 FSU	52
 Colorado State	28	 New Mexico	21
 The Citadel	23	 South Carolina	22
 Wake Forest	13	 Clemson	33
 Indiana	47	 Maryland	28
 Buffalo	21	 Akron	42
 South Alabama	10	 Georgia State	24
 LA Tech	17	 UTEP	15
 Cincinnati	27	 USF	65
 Louisville	34	 Pitt	45
 Michigan	28	 Penn State	16
 Nevada	27	 Utah State	31
 West Virginia	49	 Kansas	0
 Duke	34	 UVA	42
 Northwestern	13	 Wisconsin	7
 Idaho	34	 Auburn	56
 Purdue	20	 Iowa	40
 Memphis	12	 Temple	31
 LSU	17	 Ole Miss	38
 UCLA	17	 Utah	9
 Arizona	37	 Arizona State	52
 Miami (OH)	20	 UMass	13
 FAU	14	 Florida	20
 Charleston So	6	 Alabama	56
 USC	28	 Oregon	48
 Rutgers	31	 Army	21
 North Texas	7	 Mid Tennessee	41
 Old Dominion	31	 Southern Miss	56
 Fresno State	10	 BYU	52
 Navy	44	 Tulsa	21
 San Jose State	42	 Hawaii	23
 Tennessee	19	 Missouri	8
 Baylor	45	 Oklahoma State	35
 Cal	22	 Stanford	35
 Colorado	3	 Washington St	27
 Rice	24	 UTSA	34
 TCU	29	 Oklahoma	30
 Tulane	21	 SMU	49
 Charlotte	10	 Kentucky	58
 Ga Southern	17	 Georgia	23
 Boston College	16	 Notre Dame	19
 San Diego State	52	 UNLV	14
 Miss St	51	 Arkansas	50
 Texas A&M	25	 Vanderbilt	0
 Bowling Green	48	 Ball State	10
 Ohio	26	 N Illinois	21
 Missouri	3	 Arkansas	28
 Texas Tech	48	 Texas	45
 W Michigan	35	 Toledo	30
 USF	44	 UCF	3
 Oregon State	42	 Oregon	52
 Navy	31	 Houston	52
 Marshall	28	 W Kentucky	49
 Kent State	0	 Akron	20
 E Michigan	28	 Cent Michigan	35
 Boise State	40	 San Jose State	23
 Washington St	10	 Washington	45
 Troy	21	 Georgia State	31
 Iowa	28	 Nebraska	20
 Miami (FL)	29	 Pitt	24
 UMass	31	 Buffalo	26
 Wisconsin	31	 Minnesota	21
 UNLV	28	 Wyoming	35
 Georgia	13	 Georgia Tech	7
 Charlotte	7	 Rice	27
 OSU	42	 Michigan	13
 Mid Tennessee	42	 UTSA	7
 LA-Lafayette	7	 Appalachian St	28
 Kansas State	45	 Kansas	14
 Northwestern	24	 Illinois	14
 UTEP	20	 North Texas	17
 Alabama	29	 Auburn	13
 SMU	0	 Memphis	63
 Cincinnati	19	 ECU	16
 UNC	45	 North Carolina St	34
 Penn State	16	 Michigan State	55
 BYU	51	 Utah State	28
 Colorado	14	 Utah	20
 UCLA	21	 USC	40
 Baylor	21	 TCU	28
 Texas State	31	 Idaho	38
 Maryland	46	 Rutgers	41
 Vanderbilt	28	 Tennessee	53
 Clemson	37	 South Carolina	32
 Southern Miss	58	 LA Tech	24
 South Alabama	17	 Ga Southern	55
 Tulsa	45	 Tulane	34
 VT	23	 UVA	20
 Iowa State	6	 West Virginia	30
 Arkansas State	52	 New Mexico St	28
 Boston College	17	 Syracuse	20
 Indiana	54	 Purdue	36
 Duke	27	 Wake Forest	21
 Louisville	38	 Kentucky	24
 FAU	33	 Old Dominion	31
 Ole Miss	38	 Miss St	27
 Colorado State	34	 Fresno State	31
 Air Force	35	 New Mexico	47
 FSU	27	 Florida	2
 Notre Dame	36	 Stanford	38
 Arizona State	46	 Cal	48
 UL Monroe	26	 Hawaii	28
 Oklahoma	58	 Oklahoma State	23
 Texas A&M	7	 LSU	19
 Nevada	14	 San Diego State	31
 UConn	3	 Temple	27
 West Virginia	23	 Kansas State	24
 Temple	13	 Houston	24
 Georgia State	34	 Ga Southern	7
 Texas State	17	 Arkansas State	55
 New Mexico St	35	 UL Monroe	42
 Troy	41	 LA-Lafayette	17
 Texas	23	 Baylor	17
 Bowling Green	34	 N Illinois	14
 Florida	15	 Alabama	29
 Southern Miss	28	 W Kentucky	45
 UNC	37	 Clemson	45
 Michigan State	16	 Iowa	13
 Appalachian St	34	 South Alabama	27
 Air Force	24	 San Diego State	27
 USC	22	 Stanford	41
 Arkansas State	28	 LA Tech	47
 Arizona	45	 New Mexico	37
 Ohio	29	 Appalachian St	31
 BYU	28	 Utah	35
 San Jose State	27	 Georgia State	16
 Akron	23	 Utah State	21
 W Kentucky	45	 USF	35
 Temple	17	 Toledo	32
 Ga Southern	58	 Bowling Green	27
 Boise State	55	 N Illinois	7
 Mid Tennessee	31	 W Michigan	45
 San Diego State	42	 Cincinnati	7
 UCLA	29	 Nebraska	37
 UConn	10	 Marshall	16
 Tulsa	52	 VT	55
 Washington	44	 Southern Miss	31
 Indiana	41	 Duke	44
 Cent Michigan	14	 Minnesota	21
 LSU	56	 Texas Tech	27
 Pitt	28	 Navy	44
 Cal	55	 Air Force	36
 Nevada	28	 Colorado State	23
 UNC	38	 Baylor	49
 North Carolina St	28	 Miss St	51
 Texas A&M	21	 Louisville	27
 USC	21	 Wisconsin	23
 Auburn	31	 Memphis	10
 Northwestern	6	 Tennessee	45
 Oklahoma	17	 Clemson	37
 Michigan State	0	 Alabama	38
 Houston	38	 FSU	24
 Oklahoma State	20	 Ole Miss	48
 Notre Dame	28	 OSU	44
 Michigan	41	 Florida	7
 Stanford	45	 Iowa	16
 West Virginia	43	 Arizona State	42
 Oregon	41	 TCU	47
 Penn State	17	 Georgia	24
 Kansas State	23	 Arkansas	45
 Alabama	45	 Clemson	40
 Hawaii	31	 Cal	51
 Appalachian St	13	 Tennessee	20
 William & Mary	14	 North Carolina St	48
 Presbyterian	3	 Cent Michigan	49
 UT Martin	7	 Cincinnati	28
 Maine	21	 UConn	24
 Tulane	3	 Wake Forest	7
 Charlotte	14	 Louisville	70
 Indiana	34	 FIU	13
 Albany (N.Y.)	22	 Buffalo	16
 Montana State	17	 Idaho	20
 Rice	14	 W Kentucky	46
 Northwestern St	7	 Baylor	55
 South Dakota	21	 New Mexico	48
 Furman	13	 Michigan State	28
 Oregon State	23	 Minnesota	30
 South Carolina	13	 Vanderbilt	10
 Ball State	31	 Georgia State	21
 Army	28	 Temple	13
 Mississippi Valley State	14	 E Michigan	61
 Southern Utah	0	 Utah	24
 Weber State	6	 Utah State	45
 Jackson State	13	 UNLV	63
 Colgate	7	 Syracuse	33
 SE Missouri St	17	 Memphis	35
 UC Davis	28	 Oregon	53
 E Kentucky	24	 Purdue	45
 S Illinois	30	 FAU	38
 VMI	24	 Akron	47
 Austin Peay	17	 Troy	57
 Missouri	11	 West Virginia	26
 NC Central	6	 Duke	49
 Georgia	33	 UNC	24
 Rutgers	13	 Washington	48
 San Jose State	10	 Tulsa	45
 URI	6	 Kansas	55
 Oklahoma	23	 Houston	33
 UCLA	24	 Texas A&M	31
 Southern Miss	44	 Kentucky	35
 S Carolina St	0	 UCF	38
 Howard	13	 Maryland	52
 Hawaii	3	 Michigan	63
 W Michigan	22	 Northwestern	21
 Abil Christian	21	 Air Force	37
 SE Louisiana	7	 Oklahoma State	61
 Boise State	45	 LA-Lafayette	10
 Georgia Tech	17	 Boston College	14
 South Alabama	21	 Miss St	20
 Alabama A&M	0	 Mid Tennessee	55
 Miami (OH)	21	 Iowa	45
 Savannah State	0	 Ga Southern	54
 Liberty	13	 VT	36
 Florida A&M	3	 Miami (FL)	70
 Southern	21	 UL Monroe	38
 Toledo	31	 Arkansas State	10
 LA Tech	20	 Arkansas	21
 Cal Poly	27	 Nevada	30
 LSU	14	 Wisconsin	16
 Alabama St.	13	 UTSA	26
 Kent State	13	 Penn State	33
 W Carolina	7	 ECU	52
 Villanova	7	 Pitt	28
 Towson	20	 USF	56
 SMU	34	 North Texas	21
 UMass	7	 Florida	24
 Georgia Tech	17	 Boston College	14
 Colorado State	7	 Colorado	44
 Murray State	3	 Illinois	52
 Fordham	16	 Navy	52
 Bowling Green	10	 OSU	77
 Kansas State	13	 Stanford	26
 Richmond	37	 UVA	20
 Texas State	56	 Ohio	54
 UNH	0	 San Diego State	31
 Clemson	19	 Auburn	13
 N Illinois	34	 Wyoming	40
 USC	6	 Alabama	52
 Hampton	21	 Old Dominion	54
 SF Austin	17	 Texas Tech	69
 E Washington	45	 Washington St	42
 BYU	18	 Arizona	16
 New Mexico St	22	 UTEP	38
 South Dakota St	41	 TCU	59
 Fresno State	10	 Nebraska	43
 N Arizona	13	 Arizona State	44
 Northern Iowa	25	 Iowa State	20
 Notre Dame	47	 Texas	50
 Ole Miss	34	 FSU	45
 Maryland	41	 FIU	14
 Louisville	62	 Syracuse	28
 Maine	3	 Toledo	45
 SMU	13	 Baylor	40
 Troy	24	 Clemson	30
 Sacramento St	3	 Fresno State	31
 Wyoming	17	 Nebraska	52
 Morgan State	0	 Marshall	62
 Cincinnati	38	 Purdue	20
 UNC	48	 Illinois	23
 McNeese	22	 LA-Lafayette	30
 UNLV	21	 UCLA	42
 UTEP	7	 Texas	41
 UVA	26	 Oregon	44
 Elon	14	 Charlotte	47
 N Illinois	17	 USF	48
 North Carolina A&T	39	 Kent State	36
 Penn State	39	 Pitt	42
 Akron	10	 Wisconsin	54
 UTSA	14	 Colorado State	23
 Mercer	10	 Georgia Tech	35
 VT	24	 Tennessee	45
 Arkansas State	14	 Auburn	51
 Old Dominion	7	 Appalachian St	31
 Ohio	37	 Kansas	21
 BYU	19	 Utah	20
 Nevada	10	 Notre Dame	39
 Tulsa	3	 OSU	48
 Cal	40	 San Diego State	45
 Lamar	0	 Houston	42
 Illinois State	9	 Northwestern	7
 Bethune-Cookman	20	 North Texas	41
 UL Monroe	17	 Oklahoma	59
 Wofford	13	 Ole Miss	38
 Iowa State	3	 Iowa	42
 Idaho	14	 Washington	59
 UConn	24	 Navy	28
 Jacksonville St	13	 LSU	34
 Ga Southern	24	 South Alabama	9
 UCF	14	 Michigan	51
 Charleston So	8	 FSU	52
 Savannah State	0	 Southern Miss	56
 South Carolina	14	 Miss St	27
 Prairie View	0	 Texas A&M	67
 New Mexico	31	 New Mexico St	32
 Mid Tennessee	24	 Vanderbilt	47
 Idaho State	7	 Colorado	56
 UT Martin	36	 Hawaii	41
 Arkansas	41	 TCU	38
 Cent Michigan	30	 Oklahoma State	27
 Southern	21	 Tulane	66
 Utah State	7	 USC	45
 E Illinois	21	 Miami (OH)	17
 Indiana State	28	 Minnesota	58
 Ball State	20	 Indiana	30
 Portland State	35	 San Jose State	66
 Washington St	28	 Boise State	31
 Nicholls	24	 Georgia	26
 Howard	14	 Rutgers	52
 Texas Tech	55	 Arizona State	68
 Youngstown St	21	 West Virginia	38
 Georgia State	14	 Air Force	48
 Boston College	26	 UMass	7
 E Michigan	21	 Missouri	61
 S Carolina St	24	 LA Tech	53
 Grambling St	21	 Arizona	31
 North Dakota	26	 Bowling Green	27
 Kentucky	7	 Florida	45
 North Carolina St	30	 ECU	33
 Stony Brook	0	 Temple	38
 Wake Forest	24	 Duke	14
 FAU	10	 Miami (FL)	38
 Rice	14	 Army	31
 NC Central	21	 W Michigan	70
 W Kentucky	10	 Alabama	38
 Houston	40	 Cincinnati	16
 Baylor	38	 Rice	10
 UC Davis	22	 Wyoming	45
 North Dakota St	23	 Iowa	21
 ECU	15	 South Carolina	20
 UNLV	21	 Cent Michigan	44
 Fresno State	17	 Toledo	52
 Troy	37	 Southern Miss	31
 Texas A&M	29	 Auburn	16
 Colorado	28	 Michigan	45
 Liberty	14	 SMU	29
 Miami (FL)	45	 Appalachian St	10
 S Carolina St	0	 Clemson	59
 South Alabama	23	 LA-Lafayette	28
 Michigan State	36	 Notre Dame	28
 North Texas	0	 Florida	32
 Vanderbilt	7	 Georgia Tech	38
 Idaho State	7	 Oregon State	37
 W Michigan	34	 Illinois	10
 Monmouth	7	 Kent State	27
 New Mexico St	42	 Kentucky	62
 JMU	28	 UNC	56
 Miss St	20	 LSU	23
 USF	45	 Syracuse	20
 Idaho	6	 Washington St	56
 OSU	45	 Oklahoma	24
 E Michigan	37	 Charlotte	19
 N Colorado	21	 Colorado State	47
 Iowa State	20	 TCU	41
 Texas State	3	 Arkansas	42
 Maryland	30	 UCF	24
 Pitt	38	 Oklahoma State	45
 W Kentucky	31	 Miami (OH)	24
 Delaware	21	 Wake Forest	38
 San Diego State	42	 N Illinois	28
 Kansas	7	 Memphis	43
 UVA	10	 UConn	13
 LA Tech	45	 Texas Tech	59
 FSU	20	 Louisville	63
 FAU	7	 Kansas State	63
 UL Monroe	21	 Ga Southern	23
 Temple	27	 Penn State	34
 North Carolina A&T	21	 Tulsa	58
 E Kentucky	14	 Ball State	41
 Army	66	 UTEP	14
 Alabama	48	 Ole Miss	43
 Old Dominion	22	 North Carolina St	49
 Arizona State	32	 UTSA	28
 Georgia State	17	 Wisconsin	23
 Boston College	0	 VT	49
 Navy	21	 Tulane	14
 New Mexico	28	 Rutgers	37
 Oregon	32	 Nebraska	35
 Mid Tennessee	41	 Bowling Green	21
 Georgia	28	 Missouri	27
 Ohio	19	 Tennessee	28
 FIU	13	 UMass	21
 Arkansas State	20	 Utah State	34
 Akron	65	 Marshall	38
 Buffalo	14	 Nevada	38
 UCLA	17	 BYU	14
 Texas	43	 Cal	50
 Portland State	3	 Washington	41
 Duke	13	 Northwestern	24
 USC	10	 Stanford	27
 Utah	34	 San Jose State	17
 Hawaii	28	 Arizona	47
 Clemson	26	 Georgia Tech	7
 Wyoming	24	 E Michigan	27
 Tulsa	48	 Fresno State	41
 ECU	17	 VT	54
 South Carolina	10	 Kentucky	17
 UCF	53	 FIU	14
 Nevada	14	 Purdue	24
 Ball State	31	 FAU	27
 Florida	28	 Tennessee	38
 Georgia	14	 Ole Miss	45
 Syracuse	31	 UConn	24
 North Texas	42	 Rice	35
 Oklahoma State	24	 Baylor	35
 Miami (OH)	20	 Cincinnati	27
 LSU	13	 Auburn	18
 Colorado State	24	 Minnesota	31
 Pitt	36	 UNC	37
 Delaware State	0	 Missouri	79
 Ga Southern	31	 W Michigan	49
 Nebraska	24	 Northwestern	13
 Missouri State	0	 Kansas State	35
 New Mexico St	6	 Troy	52
 Penn State	10	 Michigan	49
 Vanderbilt	31	 W Kentucky	30
 Miss St	47	 UMass	35
 Charlotte	20	 Temple	48
 Nicholls	40	 South Alabama	41
 Cent Michigan	35	 UVA	49
 Cent Arkansas	28	 Arkansas State	23
 Iowa	14	 Rutgers	7
 BYU	32	 West Virginia	35
 W Illinois	28	 N Illinois	23
 Army	20	 Buffalo	23
 Wisconsin	30	 Michigan State	6
 Boise State	38	 Oregon State	24
 TCU	33	 SMU	3
 Duke	38	 Notre Dame	35
 Kent State	0	 Alabama	48
 USC	27	 Utah	31
 UTSA	19	 Old Dominion	33
 FSU	55	 USF	35
 Wake Forest	33	 Indiana	28
 Colorado	41	 Oregon	38
 Appalachian St	45	 Akron	38
 LA Tech	34	 Mid Tennessee	38
 San Jose State	10	 Iowa State	44
 Wagner	10	 Boston College	42
 Houston	64	 Texas State	3
 Gardner-Webb	21	 Ohio	37
 Idaho	33	 UNLV	30
 Washington	35	 Arizona	28
 Arkansas	24	 Texas A&M	45
 Air Force	27	 Utah State	20
 Cal	41	 Arizona State	51
 Stanford	22	 UCLA	13
 Louisville	59	 Marshall	28
 Southern Miss	34	 UTEP	7
 Bowling Green	3	 Memphis	77
 LA-Lafayette	39	 Tulane	41
 UConn	14	 Houston	42
 Kansas	19	 Texas Tech	55
 Baylor	45	 Iowa State	42
 Northwestern	38	 Iowa	31
 UNC	37	 FSU	35
 Incarnate Word	17	 Texas State	48
 Tennessee	34	 Georgia	31
 Buffalo	3	 Boston College	35
 Tulane	31	 UMass	24
 Wisconsin	7	 Michigan	14
 Purdue	7	 Maryland	50
 Rice	28	 Southern Miss	44
 Missouri	7	 LSU	42
 Stanford	6	 Washington	44
 UTEP	7	 LA Tech	28
 Marshall	27	 Pitt	43
 E Michigan	28	 Bowling Green	25
 Notre Dame	50	 Syracuse	33
 Troy	34	 Idaho	13
 Wake Forest	16	 North Carolina St	33
 Kentucky	6	 Alabama	34
 W Michigan	49	 Cent Michigan	10
 Texas A&M	24	 South Carolina	13
 Miami (FL)	35	 Georgia Tech	21
 USF	45	 Cincinnati	20
 UL Monroe	7	 Auburn	58
 Old Dominion	52	 Charlotte	17
 Georgia State	3	 Appalachian St	17
 Texas	31	 Oklahoma State	49
 Florida	13	 Vanderbilt	6
 UCF	47	 ECU	29
 UVA	34	 Duke	20
 Akron	31	 Kent State	27
 Toledo	53	 BYU	55
 FAU	31	 FIU	33
 Mid Tennessee	30	 North Texas	13
 Alcorn State	10	 Arkansas	52
 Navy	14	 Air Force	28
 Minnesota	26	 Penn State	29
 N Illinois	31	 Ball State	24
 Utah	23	 Cal	28
 Oregon State	6	 Colorado	47
 San Jose State	41	 New Mexico	48
 Illinois	16	 Nebraska	31
 Ohio	17	 Miami (OH)	7
 Oklahoma	52	 TCU	46
 Memphis	28	 Ole Miss	48
 Kansas State	16	 West Virginia	17
 Rutgers	0	 OSU	58
 SMU	20	 Temple	45
 Michigan State	21	 Indiana	24
 Fresno State	20	 UNLV	45
 Arizona	24	 UCLA	45
 Oregon	33	 Washington St	51
 Nevada	17	 Hawaii	38
 Utah State	10	 Boise State	21
 Louisville	36	 Clemson	42
 LA-Lafayette	31	 New Mexico St	37
 Wyoming	38	 Colorado State	17
 San Diego State	24	 South Alabama	42
 Arizona State	20	 USC	41
 Ga Southern	26	 Arkansas State	27
 W Kentucky	52	 LA Tech	55
 Temple	27	 Memphis	34
 Boise State	49	 New Mexico	21
 SMU	40	 Tulsa	43
 Clemson	56	 Boston College	10
 UMass	16	 Old Dominion	36
 Michigan	78	 Rutgers	0
 Washington	70	 Oregon	21
 Houston	40	 Navy	46
 Maryland	14	 Penn State	38
 Iowa State	31	 Oklahoma State	38
 Southern Miss	32	 UTSA	55
 Georgia Tech	34	 Pitt	37
 FSU	20	 Miami (FL)	19
 Air Force	26	 Wyoming	35
 Auburn	38	 Miss St	14
 Texas	40	 Oklahoma	45
 Utah State	24	 Colorado State	31
 Alabama	49	 Arkansas	30
 Syracuse	9	 Wake Forest	28
 Tennessee	38	 Texas A&M	45
 Idaho	34	 UL Monroe	31
 Notre Dame	3	 North Carolina St	10
 Texas State	21	 Georgia State	41
 ECU	22	 USF	38
 Purdue	34	 Illinois	31
 Vanderbilt	13	 Kentucky	20
 FIU	35	 UTEP	21
 Texas Tech	38	 Kansas State	44
 Toledo	35	 E Michigan	20
 Hawaii	34	 San Jose State	17
 Colorado	17	 USC	21
 VT	34	 UNC	3
 Cincinnati	9	 UConn	20
 Miami (OH)	13	 Akron	35
 Marshall	21	 North Texas	38
 Ball State	21	 Cent Michigan	24
 Washington St	42	 Stanford	16
 Kent State	44	 Buffalo	20
 UCLA	20	 Arizona State	23
 Arizona	23	 Utah	36
 BYU	31	 Michigan State	14
 N Illinois	30	 W Michigan	45
 Fresno State	22	 Nevada	27
 Army	6	 Duke	13
 TCU	24	 Kansas	23
 Indiana	17	 OSU	38
 Cal	44	 Oregon State	47
 Iowa	14	 Minnesota	7
 Bowling Green	24	 Ohio	30
 UNLV	7	 San Diego State	26
 Charlotte	28	 FAU	23
 Georgia	28	 South Carolina	14
 Appalachian St	24	 LA-Lafayette	0
 Duke	14	 Louisville	24
 Utah	19	 Oregon State	14
 Iowa	49	 Purdue	35
 Lafayette	7	 Army	62
 Kent State	14	 Miami (OH)	18
 Nebraska	27	 Indiana	22
 New Mexico St	23	 Idaho	55
 Missouri	14	 Florida	40
 Minnesota	31	 Maryland	10
 Illinois	24	 Rutgers	7
 Pitt	45	 UVA	31
 San Diego State	17	 Fresno State	3
 E Michigan	27	 Ohio	20
 UTSA	14	 Rice	13
 Temple	26	 UCF	25
 Vanderbilt	17	 Georgia	16
 Iowa State	6	 Texas	27
 New Mexico	45	 Air Force	40
 W Kentucky	44	 Mid Tennessee	43
 UNC	20	 Miami (FL)	13
 VT	17	 Syracuse	31
 Stanford	17	 Notre Dame	10
 Alabama	49	 Tennessee	10
 Ga Southern	24	 Georgia Tech	35
 Tulsa	31	 Houston	38
 Wake Forest	6	 FSU	17
 Bowling Green	35	 Toledo	42
 Southern Miss	10	 LSU	45
 Kansas	7	 Baylor	49
 W Michigan	41	 Akron	0
 Ole Miss	30	 Arkansas	34
 Ball State	31	 Buffalo	21
 Miss St	21	 BYU	28
 FIU	27	 Charlotte	26
 Georgia State	21	 Troy	31
 North Carolina St	17	 Clemson	24
 LA Tech	56	 UMass	28
 USC	48	 Arizona	14
 West Virginia	48	 Texas Tech	17
 Northwestern	54	 Michigan State	40
 Kansas State	17	 Oklahoma	38
 FAU	21	 Marshall	27
 Memphis	24	 Tulane	14
 UConn	27	 USF	42
 Texas State	34	 UL Monroe	40
 Cent Michigan	34	 N Illinois	28
 South Alabama	7	 Arkansas State	17
 Colorado State	23	 Boise State	28
 UCLA	21	 Washington St	27
 UNLV	41	 Hawaii	38
 OSU	30	 Wisconsin	23
 Nevada	10	 San Jose State	14
 Arizona State	16	 Colorado	40
 Troy	28	 South Alabama	21
 Miami (FL)	16	 VT	37
 BYU	27	 Boise State	28
 USF	30	 Temple	46
 Cent Michigan	17	 Toledo	31
 Oklahoma State	44	 Kansas	20
 Texas A&M	14	 Alabama	33
 UTEP	52	 UTSA	49
 UNC	35	 UVA	14
 E Michigan	31	 W Michigan	45
 Memphis	28	 Navy	42
 Rutgers	32	 Minnesota	34
 Arkansas	3	 Auburn	56
 UT Martin	6	 Georgia State	31
 Oregon State	17	 Washington	41
 Prairie View	44	 Rice	65
 UCF	24	 UConn	16
 Ohio	14	 Kent State	10
 Indiana	14	 Northwestern	24
 Wisconsin	17	 Iowa	9
 ECU	19	 Cincinnati	31
 Akron	35	 Ball State	25
 Michigan State	17	 Maryland	28
 Tulane	27	 Tulsa	50
 Old Dominion	24	 W Kentucky	59
 San Jose State	3	 San Diego State	42
 Illinois	8	 Michigan	41
 Tennessee State	17	 Vanderbilt	35
 Texas	21	 Kansas State	24
 Buffalo	7	 N Illinois	44
 Miss St	38	 Kentucky	40
 Oregon	49	 Cal	52
 UMass	28	 South Carolina	34
 Colorado State	42	 UNLV	23
 Colorado	10	 Stanford	5
 Charlotte	27	 Marshall	24
 LA-Lafayette	27	 Texas State	3
 North Texas	35	 Army	18
 Utah	52	 UCLA	45
 Mid Tennessee	51	 Missouri	45
 Syracuse	28	 Boston College	20
 Miami (OH)	40	 Bowling Green	26
 TCU	10	 West Virginia	34
 Purdue	14	 Nebraska	27
 Idaho	19	 Appalachian St	37
 North Carolina St	13	 Louisville	54
 LA Tech	44	 FIU	24
 Houston	16	 SMU	38
 Hawaii	34	 Air Force	27
 Fresno State	20	 Utah State	38
 UL Monroe	17	 New Mexico	59
 Wyoming	42	 Nevada	34
 Washington St	37	 Arizona State	32
 Oklahoma	66	 Texas Tech	59
 OSU	21	 Penn State	24
 Ga Southern	22	 New Mexico St	19
 Ole Miss	21	 LSU	38
 Akron	20	 Buffalo	41
 Ohio	31	 Toledo	26
 VT	39	 Pitt	36
 Appalachian St	34	 Ga Southern	10
 Cal	24	 USC	45
 Navy	45	 USF	52
 San Diego State	40	 Utah State	13
 Air Force	31	 Fresno State	21
 Tulsa	59	 Memphis	30
 Kansas	3	 Oklahoma	56
 UL Monroe	10	 Arkansas State	51
 Arizona State	35	 Oregon	54
 Florida	24	 Georgia	10
 Tennessee	21	 South Carolina	24
 Army	21	 Wake Forest	13
 UConn	3	 ECU	41
 W Kentucky	52	 FAU	3
 Cincinnati	13	 Temple	34
 Georgia State	10	 South Alabama	13
 Penn State	62	 Purdue	24
 Samford	41	 Miss St	56
 Kentucky	35	 Missouri	21
 Michigan	32	 Michigan State	23
 Kent State	27	 Cent Michigan	24
 Minnesota	40	 Illinois	17
 Texas Tech	27	 TCU	24
 Old Dominion	31	 UTEP	21
 North Texas	17	 UTSA	31
 UNLV	24	 San Jose State	30
 Baylor	34	 Texas	35
 Boston College	21	 North Carolina St	14
 Auburn	40	 Ole Miss	29
 Nebraska	17	 Wisconsin	23
 Mid Tennessee	42	 FIU	35
 Rice	16	 LA Tech	61
 Louisville	32	 UVA	25
 Marshall	14	 Southern Miss	24
 New Mexico	28	 Hawaii	21
 Washington	31	 Utah	24
 Clemson	37	 FSU	34
 Miami (OH)	28	 E Michigan	15
 West Virginia	20	 Oklahoma State	37
 SMU	35	 Tulane	31
 Maryland	36	 Indiana	42
 Northwestern	20	 OSU	24
 Stanford	34	 Arizona	10
 UCF	24	 Houston	31
 Washington St	35	 Oregon State	31
 Kansas State	31	 Iowa State	26
 Boise State	28	 Wyoming	30
 New Mexico St	10	 Texas A&M	52
 Duke	35	 Georgia Tech	38
 Wagner	10	 UMass	34
 Miami (FL)	27	 Notre Dame	30
 Bowling Green	20	 N Illinois	45
 Toledo	48	 Akron	17
 W Michigan	52	 Ball State	20
 Toledo	48	 Akron	17
 Oklahoma	34	 Iowa State	24
 UCLA	10	 Colorado	20
 Oklahoma	34	 Iowa State	24
 Buffalo	10	 Ohio	34
 Arkansas State	31	 Georgia State	16
 Buffalo	10	 Ohio	34
 Arkansas State	31	 Georgia State	16
 Temple	21	 UConn	0
 Cent Michigan	17	 Miami (OH)	37
 UCLA	10	 Colorado	20
 Air Force	31	 Army	12
 San Jose State	31	 Boise State	45
 Louisville	52	 Boston College	7
 FIU	21	 W Kentucky	49
 BYU	20	 Cincinnati	3
 Georgia	27	 Kentucky	24
 UVA	20	 Wake Forest	27
 Maryland	3	 Michigan	59
 Syracuse	0	 Clemson	54
 UMass	31	 Troy	52
 Tulane	6	 UCF	37
 Missouri	21	 South Carolina	31
 Arizona	7	 Washington St	69
 LA Tech	45	 North Texas	24
 Memphis	51	 SMU	7
 Ga Southern	27	 Ole Miss	37
 Fresno State	0	 Colorado State	37
 Texas	45	 Texas Tech	37
 Hawaii	0	 San Diego State	55
 FSU	24	 North Carolina St	20
 Texas A&M	28	 Miss St	35
 Marshall	14	 Old Dominion	38
 Oregon State	15	 Stanford	26
 VT	24	 Duke	21
 UTSA	45	 Mid Tennessee	25
 Oregon	20	 USC	45
 Wisconsin	21	 Northwestern	7
 Tennessee Tech	0	 Tennessee	55
 Michigan State	27	 Illinois	31
 Indiana	33	 Rutgers	27
 Purdue	31	 Minnesota	44
 Iowa	14	 Penn State	41
 Texas State	10	 Appalachian St	35
 Idaho	23	 LA-Lafayette	13
 Kansas	21	 West Virginia	48
 Oklahoma State	43	 Kansas State	37
 Georgia Tech	20	 UNC	48
 Notre Dame	27	 Navy	28
 South Alabama	35	 UL Monroe	42
 TCU	62	 Baylor	22
 Charlotte	38	 Southern Miss	27
 Vanderbilt	16	 Auburn	23
 FAU	42	 Rice	25
 Pitt	28	 Miami (FL)	51
 Florida	10	 Arkansas	31
 Nevada	26	 New Mexico	35
 ECU	24	 Tulsa	45
 Washington	66	 Cal	27
 Utah State	28	 Wyoming	52
 Nebraska	3	 OSU	62
 Alabama	10	 LSU	0
 E Michigan	48	 Ball State	41
 W Michigan	37	 Kent State	21
 Bowling Green	38	 Akron	28
 Toledo	31	 N Illinois	24
 Utah	49	 Arizona State	26
 LA-Lafayette	33	 Ga Southern	26
 UNC	27	 Duke	28
 Miami (FL)	34	 UVA	14
 UTEP	31	 FAU	35
 Appalachian St	24	 Troy	28
 Cincinnati	3	 UCF	24
 Stanford	52	 Oregon	27
 Baylor	24	 Oklahoma	45
 Boston College	7	 FSU	45
 Kentucky	36	 Tennessee	49
 Idaho	47	 Texas State	14
 OSU	62	 Maryland	3
 Southern Miss	35	 Old Dominion	51
 Penn State	45	 Indiana	31
 Wyoming	66	 UNLV	69
